source_path,repo_path,size_bytes,type,sha256,include_exclude,reason,sanitize_status
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/distribution_audit_report_v1.json,boatrace/research/gate1_transition_v1/gate1b/distribution_audit_report_v1.json,175,json,de64550592532ca708968be52231cbb72ab1c0a4b6460e92733f8c2ead40332d,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/feature_point_in_time_audit_v1.csv,boatrace/research/gate1_transition_v1/gate1b/feature_point_in_time_audit_v1.csv,18896,csv,f5fdac6eb4d25d7c7ef8c8f81f1b6241605dc4821eca0b444d4a0d020f79002f,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/feature_value_profile_v1.csv,boatrace/research/gate1_transition_v1/gate1b/feature_value_profile_v1.csv,3107,csv,dfba82ecbf0b52720372cf68a4e5d850769048a0276d524689874eb73da10bad,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/frozen_audit_candidate_registry_v1.json,boatrace/research/gate1_transition_v1/gate1b/frozen_audit_candidate_registry_v1.json,323,json,beea48aedd936ec5b395d6eee3be5b1d0c25e1ac147ac49bbe829d9758f8db2c,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/gate1b_manifest_v1.json,boatrace/research/gate1_transition_v1/gate1b/gate1b_manifest_v1.json,6458,json,38efc32bc0801cf24601e0e01b01bb133bd51d54579d567c8e466c03a284f577,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/gate1b_manifest_v1.sha256,boatrace/research/gate1_transition_v1/gate1b/gate1b_manifest_v1.sha256,91,sha256,5a1fda598a4b3a63c614b23c76a663316b51c2d798820ecf1f17eb20115173cd,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/gate1b_report_v1.md,boatrace/research/gate1_transition_v1/gate1b/gate1b_report_v1.md,2060,md,a069a503c03a0d679dc3574aa392955abfd56e568e47ec9f8d25e4260c4577ca,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/gate1b_validation_v1.json,boatrace/research/gate1_transition_v1/gate1b/gate1b_validation_v1.json,2073,json,7293c51aa607df108ccc7ede653df84fa610fae17bca704bbe427aeb639bc77b,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/oracle_sanity_report_v1.json,boatrace/research/gate1_transition_v1/gate1b/oracle_sanity_report_v1.json,293,json,e04166d27dd1bfdaa69f3552817b88f8a3a45fcb4e0455748e75199df1510743,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/outcome_reconciliation_report_v1.json,boatrace/research/gate1_transition_v1/gate1b/outcome_reconciliation_report_v1.json,396,json,ffddbfebf3517577b550021631882b4090fe7e174e7eec7fb7a45d860a566619,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/parser_regime_profile_v1.csv,boatrace/research/gate1_transition_v1/gate1b/parser_regime_profile_v1.csv,247,csv,e804e30da345d54862f23c471eeb81117d840e830685f3fbc2822d322a9264c7,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/target_mismatches_v1.csv,boatrace/research/gate1_transition_v1/gate1b/target_mismatches_v1.csv,186,csv,ff20bdf23a199ac5a58e51c4c31926d6d286505501500b518e8f4c4e7adef1b4,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/uniform_sanity_report_v1.json,boatrace/research/gate1_transition_v1/gate1b/uniform_sanity_report_v1.json,506,json,e513c01c599a4b81945499cd1b90ff1e3d7991537a89bb585142c22f8a176fe7,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/unregistered_source_fields_v1.csv,boatrace/research/gate1_transition_v1/gate1b/unregistered_source_fields_v1.csv,667,csv,7cb2b3d7ced33adeb13a3e6d7fae5308af3a23688960aa6e96a6da1f6313e0bf,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1b/venue_distribution_profile_v1.csv,boatrace/research/gate1_transition_v1/gate1b/venue_distribution_profile_v1.csv,3599,csv,9ce4cad8594811e5ad12bea61258a63f76258fd00f4019762091b2dc40074eaa,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1c/equipment_generation_materialization_mismatches_v1.csv,boatrace/research/gate1_transition_v1/gate1c/equipment_generation_materialization_mismatches_v1.csv,68,csv,db36dbc7326f1ecca3407fb06fa2b9c5ad2f32a428e98005b2fef3ef8049b1e7,include,public sanitized foundation,sanitized
<PROJECT_ROOT>/boatrace/research/gate1_transition_v1/gate1c/equipment_generation_materialization_report_v1.json,boatrace/research/gate1_transition_v1/gate1c/equipment_generation_materialization_report_v1.json,669,json,95024a8e7a08be1bdac907a657e9dac4945f0e999a1953cf494f1d4ec8ec9521,include,public sanitized foundation,sanitized
