race_key,v0_1_main_evaluation_eligible,final_candidate_present,final_strict_complete_member,final_prediction_feature_eligible,final_base_role,migration_status,reason_codes
20240218_23_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240218_23_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_04_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_05_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_08_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_14_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_19_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_19_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240219_24_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_03_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_06_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_07_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_10_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_13_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_14_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_15_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_16_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_16_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240220_19_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_03_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_07_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_09_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_12_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_15_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_15_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_15_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_16_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_17_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240221_22_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_02_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_03_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_07_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_09_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_09_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_13_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_17_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240222_21_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_02_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_03_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_04_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_04_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_04_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_10_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_11_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_12_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240223_17_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_01_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_01_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_01_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_05_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_06_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_10_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_15_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_17_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_20_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_21_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240224_22_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_01_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_04_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_04_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_05_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_06_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_07_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_14_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_15_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_16_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_20_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_21_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_22_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240225_22_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_01_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_05_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_05_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_07_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_19_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_19_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_19_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_20_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_20_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240226_21_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_07_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_08_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_08_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_13_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_14_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_14_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_19_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240227_23_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_03_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_07_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_13_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_15_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_15_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_23_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240228_24_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_03_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_05_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_10_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_10_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_19_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_19_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_23_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240229_24_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240301_10_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240301_10_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240301_10_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240301_19_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240301_22_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240301_22_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_03_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_07_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_07_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_11_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_15_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_17_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_22_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_23_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_23_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240302_23_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_02_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_04_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_04_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_06_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_07_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_11_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_11_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_20_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_21_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240303_23_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_03_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_04_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_07_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_09_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_09_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_11_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_13_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_16_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_20_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240304_21_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_01_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_01_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_06_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_07_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_07_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_08_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_11_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_16_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240305_24_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_01_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_05_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_05_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_05_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_07_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_07_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_08_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_16_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_16_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_16_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240306_20_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_03_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_05_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_07_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_07_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_07_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_10_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_15_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_15_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_15_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_23_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_23_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240307_23_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_03_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_05_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_08_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_09_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_13_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_15_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_24_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240308_24_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_01_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_01_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_02_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_08_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_08_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_09_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_09_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_13_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_22_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_22_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240309_24_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_01_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_01_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_02_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_03_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_07_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_08_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_09_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_09_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_23_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240310_24_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_04_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_04_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_09_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_20_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_20_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_21_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_21_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_22_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240311_22_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_04_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_06_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_06_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_06_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_06_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_09_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_16_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_17_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_21_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240312_22_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_06_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_06_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_16_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_16_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_17_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_17_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_19_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_19_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_20_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_21_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_22_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240313_22_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_03_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_06_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_06_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_07_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_10_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_11_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_11_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_11_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_13_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_16_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_19_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240314_20_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_02_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_06_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_06_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_06_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_06_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_06_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_07_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240315_19_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240316_10_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240316_11_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240316_12_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240316_13_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240316_15_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240316_21_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_01_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_06_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_09_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_09_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_09_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_12_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_19_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_21_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240317_24_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_02_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_08_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_12_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_12_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_12_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_15_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_17_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_23_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240318_24_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240319_02_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240319_03_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240319_11_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240319_12_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240319_17_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240319_17_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_02_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_05_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_17_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_17_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_22_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_23_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240320_24_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_01_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_06_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_06_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_08_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_10_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_17_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_23_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240321_24_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_05_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_06_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_09_08,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_09_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_13_11,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_22_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240322_22_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_04_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_04_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_04_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_05_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_10_04,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_10_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_21_01,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_21_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240323_24_02,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_03_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_03_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_04_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_04_12,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_06_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_10_06,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_10_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_11_09,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_12_10,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_19_07,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240324_21_05,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
20240325_03_03,True,True,False,True,auxiliary_pretraining_candidate,remains_non_strict_U2,
