model_id,prediction_type,group,count,trifecta_log_loss,trifecta_brier_score,winner_log_loss,exacta_log_loss,top3_set_log_loss,second_given_first_log_loss,third_given_first_second_log_loss,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,actual_combo_rank_mean,actual_combo_rank_median,mean_reciprocal_rank,per_race_log_loss_p90,per_race_log_loss_p95,per_race_log_loss_p99,max_per_race_log_loss,true_probability_below_1e_3,true_probability_below_1e_4,true_probability_below_1e_6,prediction_coverage,normal_unique_log_loss,abnormal_tail_unique_log_loss
B0_uniform,raw,1,4241,4.787491742782047,0.991666666666667,1.791759469228055,3.4011973816621555,2.9957322735539913,1.6094379124340998,1.3862943611198906,0.07498231549162933,0.1702428672482905,0.25442112709266684,0.4423485027116246,0.5913699599151143,26.60905446828578,13.0,0.1794735142397228,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,10,4252,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.08396048918156161,0.19943555973659455,0.285277516462841,0.4656632173095014,0.6065380997177798,25.16274694261524,12.0,0.19560003623601718,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,11,4248,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.9957322735539913,1.6094379124341,1.3862943611198906,0.09392655367231638,0.1989171374764595,0.2944915254237288,0.5072975517890772,0.6718455743879472,22.21798493408663,10.0,0.20785669171604315,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,12,4218,4.787491742782046,0.9916666666666669,1.791759469228055,3.401197381662156,2.995732273553991,1.6094379124340998,1.3862943611198904,0.09435751541014699,0.21669037458511142,0.31650071123755336,0.5405405405405406,0.7140825035561877,20.312233285917497,9.0,0.21854403959769822,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,raw,2,4300,4.787491742782046,0.9916666666666669,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124341,1.3862943611198906,0.06627906976744186,0.14,0.21604651162790697,0.3583720930232558,0.4781395348837209,31.72186046511628,21.0,0.15389020273399337,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,raw,3,4306,4.787491742782047,0.9916666666666671,1.791759469228055,3.401197381662155,2.995732273553991,1.6094379124340998,1.3862943611198906,0.0580585229911751,0.12285183464932652,0.19716674407803064,0.3502090106827682,0.46632605666511845,32.60961449140734,22.0,0.14328350204892287,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,4,4303,4.787491742782047,0.991666666666667,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.05414826864977922,0.1254938415059261,0.19846618638159425,0.3474320241691843,0.4771089937253079,32.938879851266556,21.0,0.14143287758506076,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,5,4289,4.787491742782046,0.991666666666667,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124341,1.3862943611198906,0.06411750990906971,0.14712054091862906,0.23082303567265097,0.38726975985078105,0.5392865469806482,30.491489857775704,17.0,0.15923566785434198,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,raw,6,4284,4.787491742782047,0.9916666666666669,1.791759469228055,3.401197381662155,2.995732273553991,1.6094379124340998,1.3862943611198906,0.05718954248366013,0.1323529411764706,0.207749766573296,0.3597105508870215,0.49206349206349204,32.222455648926235,21.0,0.14744014375100534,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,7,4291,4.787491742782047,0.9916666666666671,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.055697972500582615,0.13237007690515032,0.2102074108599394,0.3726404101608017,0.5005826147751107,31.238405965975296,20.0,0.14712675788765348,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,8,4252,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.06326434619002823,0.1523988711194732,0.23165569143932266,0.3967544684854186,0.5331608654750706,29.672624647224836,17.0,0.16128265899810887,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,raw,9,4248,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.9957322735539913,1.6094379124341,1.3862943611198906,0.07580037664783427,0.16242937853107345,0.2511770244821092,0.4204331450094162,0.5706214689265536,27.878060263653484,14.0,0.17579928228826744,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,1,4241,4.787491742782047,0.991666666666667,1.791759469228055,3.4011973816621555,2.9957322735539913,1.6094379124340998,1.3862943611198906,0.07498231549162933,0.1702428672482905,0.25442112709266684,0.4423485027116246,0.5913699599151143,26.60905446828578,13.0,0.1794735142397228,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,10,4252,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.08396048918156161,0.19943555973659455,0.285277516462841,0.4656632173095014,0.6065380997177798,25.16274694261524,12.0,0.19560003623601718,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,11,4248,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.9957322735539913,1.6094379124341,1.3862943611198906,0.09392655367231638,0.1989171374764595,0.2944915254237288,0.5072975517890772,0.6718455743879472,22.21798493408663,10.0,0.20785669171604315,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,12,4218,4.787491742782046,0.9916666666666669,1.791759469228055,3.401197381662156,2.995732273553991,1.6094379124340998,1.3862943611198904,0.09435751541014699,0.21669037458511142,0.31650071123755336,0.5405405405405406,0.7140825035561877,20.312233285917497,9.0,0.21854403959769822,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,calibrated,2,4300,4.787491742782046,0.9916666666666669,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124341,1.3862943611198906,0.06627906976744186,0.14,0.21604651162790697,0.3583720930232558,0.4781395348837209,31.72186046511628,21.0,0.15389020273399337,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,calibrated,3,4306,4.787491742782047,0.9916666666666671,1.791759469228055,3.401197381662155,2.995732273553991,1.6094379124340998,1.3862943611198906,0.0580585229911751,0.12285183464932652,0.19716674407803064,0.3502090106827682,0.46632605666511845,32.60961449140734,22.0,0.14328350204892287,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,4,4303,4.787491742782047,0.991666666666667,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.05414826864977922,0.1254938415059261,0.19846618638159425,0.3474320241691843,0.4771089937253079,32.938879851266556,21.0,0.14143287758506076,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,5,4289,4.787491742782046,0.991666666666667,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124341,1.3862943611198906,0.06411750990906971,0.14712054091862906,0.23082303567265097,0.38726975985078105,0.5392865469806482,30.491489857775704,17.0,0.15923566785434198,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,calibrated,6,4284,4.787491742782047,0.9916666666666669,1.791759469228055,3.401197381662155,2.995732273553991,1.6094379124340998,1.3862943611198906,0.05718954248366013,0.1323529411764706,0.207749766573296,0.3597105508870215,0.49206349206349204,32.222455648926235,21.0,0.14744014375100534,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,7,4291,4.787491742782047,0.9916666666666671,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.055697972500582615,0.13237007690515032,0.2102074108599394,0.3726404101608017,0.5005826147751107,31.238405965975296,20.0,0.14712675788765348,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
B0_uniform,calibrated,8,4252,4.787491742782047,0.9916666666666669,1.791759469228055,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.06326434619002823,0.1523988711194732,0.23165569143932266,0.3967544684854186,0.5331608654750706,29.672624647224836,17.0,0.16128265899810887,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782047,
