family_id,family_name,fold_id,bin_index,race_count,pooled_b3_calibrated_ll,winner_stage_ll,second_stage_ll,third_stage_ll,rank_mean,Hit@1,Hit@5,catastrophic_rate,abnormal_tail_rate,B3_B2_delta,support_gate
FF04,exhibition_current_state,screening_fold_3,7,1379,4.1744413687169395,1.3370625860387915,1.480710201660834,1.3566685810173147,27.081943437273388,0.06526468455402465,0.252356780275562,0.007976794778825236,0.0,-0.02804459475690107,eligible_support>=250
FF04,exhibition_current_state,screening_fold_3,8,1465,4.164072859989746,1.3250813944042183,1.4829723342539802,1.3560191313315473,26.23959044368601,0.06484641638225255,0.2484641638225256,0.007508532423208191,0.0,-0.026793496083528136,eligible_support>=250
FF04,exhibition_current_state,screening_fold_3,9,1914,4.150179037991455,1.3155760387017876,1.4778573999981917,1.3567455992914754,26.301985370950888,0.07053291536050156,0.26854754440961337,0.008359456635318705,0.0,-0.028111792520825768,eligible_support>=250
FF04,exhibition_current_state,screening_fold_3,10,3065,4.129182462143522,1.3015332000623454,1.4725323116013196,1.3551169504798575,25.274714518760195,0.07145187601957585,0.2626427406199021,0.007830342577487765,0.0,-0.019956856013182547,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,0,0,,,,,,,,,,,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,1,1151,4.177338175827575,1.3356033229059534,1.4908370452326403,1.350897807688982,26.60469157254561,0.07124239791485665,0.2562988705473501,0.006081668114682885,0.0,-0.00882410461428145,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,2,1098,4.174720750052869,1.3685668071790207,1.4575028299622057,1.3486511129116436,26.97632058287796,0.07468123861566485,0.27049180327868855,0.00546448087431694,0.0,-0.022860768408486,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,3,1177,4.166457118737416,1.3296987093805688,1.4850539984875273,1.35170441086932,26.773152081563296,0.07306711979609176,0.2582837723024639,0.006796941376380629,0.0,-0.011699867140167417,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,4,1225,4.146765557062738,1.3164058182417469,1.4793701630002363,1.3509895758207553,26.41061224489796,0.07020408163265306,0.2636734693877551,0.006530612244897959,0.0,-0.021214833761047148,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,5,1268,4.109816153930788,1.2863847190784947,1.4751463611631805,1.3482850736891123,25.468454258675077,0.07965299684542587,0.27917981072555204,0.0015772870662460567,0.0,-0.031009337372431934,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,6,1238,4.095728808258778,1.2760331196476162,1.4687069192535955,1.3509887693575662,24.802907915993536,0.07027463651050081,0.26978998384491115,0.0024232633279483036,0.0,-0.032768707246944265,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,7,1335,4.097722408382838,1.3130891251969534,1.4367709592531799,1.3478623239327046,24.918352059925095,0.07940074906367041,0.2794007490636704,0.003745318352059925,0.0,-0.026264491407915983,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,8,1458,4.050270971213173,1.250136758263524,1.4521362592917224,1.347997953657927,23.496570644718794,0.0823045267489712,0.26954732510288065,0.006172839506172839,0.0,-0.01833633275782286,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,9,1394,4.129010816593134,1.3176972959173905,1.4646955531331098,1.346617967542633,25.57245337159254,0.06886657101865136,0.27116212338593976,0.003586800573888092,0.0,-0.023770282329230095,eligible_support>=250
FF04,exhibition_current_state,screening_fold_4,10,944,4.224809201713199,1.3881746411085953,1.4956671515899915,1.3409674090146122,27.514830508474578,0.06673728813559322,0.24258474576271186,0.009533898305084746,0.0,-0.012137062348425022,eligible_support>=250
FF05,weather_water,screening_fold_1,0,0,,,,,,,,,,,eligible_support>=250
FF05,weather_water,screening_fold_1,1,4705,4.133560159252882,1.3058828857150184,1.4711085378954099,1.356568735642454,25.611689691817215,0.06907545164718384,0.263336875664187,0.0061636556854410204,0.0,-0.026790643518924236,eligible_support>=250
FF05,weather_water,screening_fold_1,2,2689,4.1424914437278995,1.3495341158519334,1.4504000202574234,1.3425573076185422,26.080327259204164,0.07772406098921532,0.27110449981405726,0.006322052807735217,0.0,-0.023278578605028657,eligible_support>=250
FF05,weather_water,screening_fold_1,3,2501,4.170223123171649,1.3568710588118773,1.4534393069607654,1.359912757399006,26.81047580967613,0.061975209916033586,0.25949620151939223,0.003598560575769692,0.0,-0.018041914038989245,eligible_support>=250
FF05,weather_water,screening_fold_1,4,2084,4.1808452296096865,1.3467923339869454,1.4842782523254232,1.3497746432973183,26.931381957773514,0.0671785028790787,0.2543186180422265,0.007197696737044146,0.0,-0.033743435424392634,eligible_support>=250
FF05,weather_water,screening_fold_1,5,843,4.243199723565281,1.4569655415965967,1.4383065654635783,1.347927616505106,28.50652431791222,0.07354685646500593,0.2479240806642942,0.004744958481613286,0.0,-0.025151439022713835,eligible_support>=250
FF05,weather_water,screening_fold_2,0,0,,,,,,,,,,,eligible_support>=250
FF05,weather_water,screening_fold_2,1,4519,4.073947032675257,1.274611026438621,1.4612418168341543,1.3380941894024816,24.43040495684886,0.07545917238327063,0.2825846426200487,0.004204470015490153,0.0,-0.023671376434937205,eligible_support>=250
FF05,weather_water,screening_fold_2,2,3238,4.15041340401914,1.3260159455098497,1.4728191651470142,1.3515782933622769,26.51111797405806,0.07906114885731934,0.27177269919703523,0.008338480543545398,0.0,-0.020933550326886877,eligible_support>=250
FF05,weather_water,screening_fold_2,3,2841,4.17488335222441,1.3491670279678207,1.4657496243598378,1.359966699896752,26.738120380147834,0.059838085181274196,0.2541358676522351,0.005279831045406547,0.0,-0.02417752398776204,eligible_support>=250
FF05,weather_water,screening_fold_2,4,1783,4.185795377657017,1.3662552642924592,1.4699845607944702,1.349555552570088,26.795849691531128,0.07010656197420079,0.25406618059450364,0.009534492428491307,0.0,-0.021062891396615244,eligible_support>=250
FF05,weather_water,screening_fold_2,5,572,4.194388458108728,1.3532034374130768,1.4846909349203685,1.3564940857752819,27.484265734265733,0.07692307692307693,0.25874125874125875,0.008741258741258742,0.0,-0.026762805083516812,eligible_support>=250
FF05,weather_water,screening_fold_3,0,0,,,,,,,,,,,eligible_support>=250
FF05,weather_water,screening_fold_3,1,4460,4.149240898519022,1.2999025492377216,1.4898784412992427,1.359459907982058,25.949551569506728,0.06726457399103139,0.2569506726457399,0.009192825112107623,0.0,-0.021686407912654478,eligible_support>=250
FF05,weather_water,screening_fold_3,2,3116,4.1506568281056175,1.3201046375191103,1.4797162499869299,1.3508359405995767,25.98620025673941,0.06578947368421052,0.2589858793324775,0.006739409499358151,0.0,-0.02624888025839419,eligible_support>=250
FF05,weather_water,screening_fold_3,3,3117,4.232244641266222,1.3963728969630362,1.486860039135626,1.3490117051675603,28.090471607314726,0.06223933269169073,0.2438241899262111,0.007058068655758742,0.0,-0.0237976420579435,eligible_support>=250
FF05,weather_water,screening_fold_3,4,2016,4.1969780732587445,1.3597215190059562,1.4826207532147038,1.3546358010380852,27.461309523809526,0.07738095238095238,0.25496031746031744,0.009424603174603174,0.0,-0.02266784285738445,eligible_support>=250
FF05,weather_water,screening_fold_3,5,460,4.266911775837222,1.3980186045163985,1.4908440068102253,1.3780491645105981,28.578260869565216,0.05434782608695652,0.2108695652173913,0.004347826086956522,0.0,-0.02372748977653751,eligible_support>=250
FF05,weather_water,screening_fold_4,0,0,,,,,,,,,,,eligible_support>=250
FF05,weather_water,screening_fold_4,1,4738,4.092003511962898,1.2661104681034645,1.4763537322394817,1.3495393116199517,24.703672435626846,0.07555930772477838,0.2754326720135078,0.004221190375685944,0.0,-0.02457134507435246,eligible_support>=250
FF05,weather_water,screening_fold_4,2,2532,4.102699412190738,1.2996212150955655,1.4585059711835848,1.344572225911587,24.903238546603475,0.07543443917851501,0.2725118483412322,0.00631911532385466,0.0,-0.016920086583644803,eligible_support>=250
FF05,weather_water,screening_fold_4,3,2393,4.1643440955237585,1.3510179627433814,1.4598652785203696,1.3534608542600075,26.936899289594653,0.06769745089845382,0.26535729210196407,0.001671541997492687,0.0,-0.02608720325312216,eligible_support>=250
FF05,weather_water,screening_fold_4,4,1016,4.211907273715327,1.3612218352742278,1.4993159067955286,1.35136953164557,27.371062992125985,0.07578740157480315,0.23523622047244094,0.008858267716535433,0.0,-0.020808469202349394,eligible_support>=250
FF05,weather_water,screening_fold_4,5,938,4.1534604881349955,1.3546260259911647,1.4473291519651108,1.3515053101787202,26.224946695095948,0.08528784648187633,0.27611940298507465,0.007462686567164179,0.0,-0.017017863543631277,eligible_support>=250
FF05,weather_water,screening_fold_4,6,671,4.263450616940482,1.453598337096495,1.4782625534005966,1.3315897264433907,28.739195230998508,0.06110283159463487,0.22652757078986588,0.00894187779433681,0.0,-0.003730524275416642,eligible_support>=250
