status,eligible_for_model_training,purpose,raw_subtitle,raw_value_is_null,race_count,cumulative_race_coverage,mapped_stage,mapping_method,confidence,manual_review_priority,current_review_status,mapping_version
provisional,false,policy_execution_validation,ヴィーナスDR,false,8,0.993138913504659,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,一般A組男子,false,8,0.993192620639652,general,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,一般B組女子,false,8,0.993246327774645,general,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,兄弟船選抜戦,false,8,0.993300034909638,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,宮島特選,false,8,0.993353742044631,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,宮島選抜戦,false,8,0.993407449179624,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,復活戦,false,8,0.993461156314616,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,新涼選抜戦,false,8,0.993514863449609,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,東洋観光特選,false,8,0.993568570584602,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ツッピーDR戦,false,7,0.993615564327721,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,デイリーDR,false,7,0.993662558070840,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,トクっちゃ一般,false,7,0.993709551813958,general,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,バッチこい選抜,false,7,0.993756545557077,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,レディース対決,false,7,0.993803539300196,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,三重選抜DR戦,false,7,0.993850533043315,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,報知ドリーム,false,7,0.993897526786434,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,推しトク特選,false,7,0.993944520529552,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
