status,eligible_for_model_training,purpose,raw_subtitle,raw_value_is_null,race_count,cumulative_race_coverage,mapped_stage,mapping_method,confidence,manual_review_priority,current_review_status,mapping_version
provisional,false,policy_execution_validation,発祥地DR,false,7,0.993991514272671,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,若松夜王選抜戦,false,7,0.994038508015790,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,お正月特選,false,6,0.994078788367035,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,お盆特選,false,6,0.994119068718279,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,お盆選抜,false,6,0.994159349069524,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,まるがめ選抜,false,6,0.994199629420769,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,やわたろう選抜,false,6,0.994239909772013,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,アシ夢ドリーム,false,6,0.994280190123258,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,エイトビート☆,false,6,0.994320470474503,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,サッポロ特選,false,6,0.994360750825747,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ツーコDR戦,false,6,0.994401031176992,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ドリームEX,false,6,0.994441311528237,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ピースタードリ,false,6,0.994481591879481,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,予選特賞☆,false,6,0.994521872230726,qualifying,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,住之江ONE,false,6,0.994562152581971,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,団体・ドリーム,false,6,0.994602432933215,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,団体・選抜戦,false,6,0.994642713284460,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,報知特選,false,6,0.994682993635704,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,女王ドリーム,false,6,0.994723273986949,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,女神ドリーム,false,6,0.994763554338194,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,正月選抜,false,6,0.994803834689438,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,海属王選抜戦,false,6,0.994844115040683,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,準決勝戦,false,6,0.994884395391928,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特別選抜,false,6,0.994924675743172,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,進入固定戦隊☆,false,6,0.994964956094417,fixed_entry_format,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,静岡放送特選,false,6,0.995005236445662,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,静岡新聞社特選,false,6,0.995045516796906,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,3支部ガチ選抜,false,5,0.995079083756277,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,BB選抜,false,5,0.995112650715648,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,アシ夢選抜戦,false,5,0.995146217675018,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ガァ〜コ選抜,false,5,0.995179784634389,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,サンスポ選抜戦,false,5,0.995213351593759,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ツックンDR戦,false,5,0.995246918553130,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,トーキョーベイ,false,5,0.995280485512500,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,日刊ドリーム,false,5,0.995314052471871,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,楽天特選,false,5,0.995347619431241,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,BTS名張特賞,false,4,0.995374472998738,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,D・R賞,false,4,0.995401326566234,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,JLCドリーム,false,4,0.995428180133731,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,おはパタ予選,false,4,0.995455033701227,qualifying,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,こんパタ予選,false,4,0.995481887268724,qualifying,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ぶるたんDR,false,4,0.995508740836220,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,サンライズD,false,4,0.995535594403717,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,サンライズ選抜,false,4,0.995562447971213,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ジュエル特選,false,4,0.995589301538709,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,センプルDR,false,4,0.995616155106206,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ダービー選抜戦,false,4,0.995643008673702,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,チャンピオンD,false,4,0.995669862241199,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ツッキーDR戦,false,4,0.995696715808695,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ツッキー選抜,false,4,0.995723569376192,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ドリーム2,false,4,0.995750422943688,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ニッカン選抜戦,false,4,0.995777276511185,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,パイナップル抜,false,4,0.995804130078681,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ピンクルDR,false,4,0.995830983646177,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,プリンセス特選,false,4,0.995857837213674,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ペラ坊特賞,false,4,0.995884690781170,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ペラ美特選,false,4,0.995911544348667,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ヤクルト特選,false,4,0.995938397916163,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ヱビス選抜,false,4,0.995965251483660,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,予選特選☆,false,4,0.995992105051156,qualifying,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,京都新聞DR,false,4,0.996018958618653,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,全日本王座D,false,4,0.996045812186149,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,千成賞,false,4,0.996072665753645,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,団体・優勝戦,false,4,0.996099519321142,final,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,帝王ドリーム,false,4,0.996126372888638,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,推しトク予選,false,4,0.996153226456135,qualifying,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,日本海ドリーム,false,4,0.996180080023631,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,東尋坊ドリーム,false,4,0.996206933591128,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,海響ドリーム,false,4,0.996233787158624,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特別選抜A組,false,4,0.996260640726120,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特別選抜B組,false,4,0.996287494293617,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特賞(女子),false,4,0.996314347861113,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特賞(男子),false,4,0.996341201428610,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特選B組女子,false,4,0.996368054996106,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,発祥地N選抜戦,false,4,0.996394908563603,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,県内選手権選抜,false,4,0.996421762131099,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,若松夜王SSR,false,4,0.996448615698596,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,関白賞,false,4,0.996475469266092,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,龍神DR,false,4,0.996502322833588,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,0929DR,false,3,0.996522463009211,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,BB選抜戦,false,3,0.996542603184833,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,BTS市原選抜,false,3,0.996562743360455,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,B面の神戸DR,false,3,0.996582883536078,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,GP優勝戦,false,3,0.996603023711700,final,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,GRドリーム,false,3,0.996623163887322,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,G・R賞,false,3,0.996643304062945,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,IBARA選抜,false,3,0.996663444238567,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,SBI選抜,false,3,0.996683584414189,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,S戦準優勝戦,false,3,0.996703724589812,semifinal,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,TWドリーム,false,3,0.996723864765434,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,WAKE選抜,false,3,0.996744004941056,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,あまがさきDR,false,3,0.996764145116679,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,せんい児島選抜,false,3,0.996784285292301,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,つるやパンDR,false,3,0.996804425467923,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,びわこドリーム,false,3,0.996824565643546,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,やまだ屋DR,false,3,0.996844705819168,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ウインクDR,false,3,0.996864845994790,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ウインビーDR,false,3,0.996884986170413,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,オーサカ特選,false,3,0.996905126346035,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,クラリスDR,false,3,0.996925266521657,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,サンスポ選抜,false,3,0.996945406697280,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,シモデンDR,false,3,0.996965546872902,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,シリーズ復活戦,false,3,0.996985687048524,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,シリーズ特別戦,false,3,0.997005827224147,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,シリーズ選抜A,false,3,0.997025967399769,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,シリーズ選抜B,false,3,0.997046107575391,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ジャンピー特選,false,3,0.997066247751014,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,スポニチ特選,false,3,0.997086387926636,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ダイスポDR,false,3,0.997106528102258,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,デイリー選抜,false,3,0.997126668277881,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,デイリー選抜戦,false,3,0.997146808453503,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ドリーム1,false,3,0.997166948629125,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ニッカンDR,false,3,0.997187088804748,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ビナン選抜,false,3,0.997207228980370,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ペイペイ選抜,false,3,0.997227369155992,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ペラ坊ドリーム,false,3,0.997247509331615,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,マンスリー選抜,false,3,0.997267649507237,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,ラピート特選,false,3,0.997287789682859,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,リップルD戦,false,3,0.997307929858482,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,レディースDR,false,3,0.997328070034104,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,一般GW特選,false,3,0.997348210209726,general,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,一般特選☆,false,3,0.997368350385349,general,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,九スポドリーム,false,3,0.997388490560971,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,予選初夢賞,false,3,0.997408630736593,qualifying,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,厳島ドリーム,false,3,0.997428770912216,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,国分寺市選抜戦,false,3,0.997448911087838,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,報知新聞DR,false,3,0.997469051263460,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,報知選抜戦,false,3,0.997489191439083,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,大スポDR,false,3,0.997509331614705,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,大スポドリーム,false,3,0.997529471790327,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,大スポ選抜,false,3,0.997549611965950,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,大晦日特選,false,3,0.997569752141572,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,小平市選抜戦,false,3,0.997589892317194,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,尼崎城選抜戦,false,3,0.997610032492817,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,放浪記選抜戦,false,3,0.997630172668439,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,新春特別選抜,false,3,0.997650312844061,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,日野市選抜戦,false,3,0.997670453019684,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,東京ベイDR,false,3,0.997690593195306,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,東村山市選抜戦,false,3,0.997710733370928,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,東洋観光DR,false,3,0.997730873546551,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,森下仁丹DR,false,3,0.997751013722173,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,楽天ドリーム,false,3,0.997771153897795,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,歳忘れ選抜戦,false,3,0.997791294073418,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,決勝戦,false,3,0.997811434249040,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,海属王優勝戦,false,3,0.997831574424662,final,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,準優勝戦☆,false,3,0.997851714600285,semifinal,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,準優進出チャレ,false,3,0.997871854775907,semifinal_qualification,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特賞A組男子,false,3,0.997891994951529,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特賞B組女子,false,3,0.997912135127152,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特選(女子),false,3,0.997932275302774,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特選(男子),false,3,0.997952415478396,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,特選A組男子,false,3,0.997972555654019,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,王将ドリーム,false,3,0.997992695829641,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,王将位決定戦,false,3,0.998012836005263,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,若葉ドリーム,false,3,0.998032976180886,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,若鷲選抜,false,3,0.998053116356508,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,賞金女王決定戦,false,3,0.998073256532130,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,赤城ドリーム戦,false,3,0.998093396707753,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,近江米ドリーム,false,3,0.998113536883375,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,選抜A,false,3,0.998133677058997,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,選抜B,false,3,0.998153817234620,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,選抜戦A,false,3,0.998173957410242,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,選抜戦B,false,3,0.998194097585864,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,金銀戦,false,3,0.998214237761487,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,雷神ドリーム戦,false,3,0.998234377937109,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,青胴車ドリーム,false,3,0.998254518112731,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,静岡放送DR,false,3,0.998274658288354,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,静岡新聞社DR,false,3,0.998294798463976,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,飛車角戦,false,3,0.998314938639598,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,高松宮特選,false,3,0.998335078815221,special,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,鳥羽一郎DR,false,3,0.998355218990843,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,3支部ガチDR,false,2,0.998368645774591,unknown,unknown_fallback_v1,low,P1,unknown_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,DKドリーム戦,false,2,0.998382072558339,dream,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
provisional,false,policy_execution_validation,MD選抜戦,false,2,0.998395499342088,selection,automatic_rule_v1,medium,P2,auto_rule_unreviewed,race_stage_taxonomy_v1
